Price,Brand_name,5G,RAM,ROM,Front_camera,Processor_name,Back_camera_sum
16999,REDMI,0,6,128,8,Mediatek,62
95999,Apple,0,4,512,12,Bionic,60
177990,Apple,0,4,1000,12,Bionic,72
7499,Others,0,4,64,0,Others,13
19999,Others,0,4,32,5,Others,13
65999,Samsung,0,8,128,32,Others,32
6495,Others,0,4,64,0,Others,16
10649,POCO,0,4,64,16,Snapdragon,63
15999,Motorola,0,6,128,32,Snapdragon,118
24999,REDMI,1,6,128,16,Mediatek,74
8499,Motorola,0,4,64,8,Snapdragon,50
10999,REDMI,0,4,64,5,Snapdragon,52
109900,Apple,0,4,128,12,Bionic,36
26799,Samsung,0,8,128,0,Others,12
14999,REDMI,0,6,64,13,Mediatek,76
124999,Samsung,1,12,512,10,Snapdragon,72
5690,Others,0,3,32,8,Others,13
109900,Apple,0,4,128,12,Bionic,36
12999,Others,0,3,32,13,Snapdragon,14
137990,Apple,0,4,256,12,Bionic,72
33499,Samsung,0,8,128,32,Others,86
11499,Samsung,0,4,64,13,Mediatek,60
14999,Others,0,4,64,20,Snapdragon,17
27999,realme,0,12,256,16,Mediatek,60
31999,Samsung,0,6,128,32,Others,86
9490,REDMI,0,4,128,5,Mediatek,50
17499,Others,1,8,256,0,Others,50
12499,POCO,1,4,64,8,Mediatek,52
16890,Samsung,1,6,128,0,Others,50
15970,OnePlus,0,4,128,0,Others,50
16999,realme,0,8,128,16,Mediatek,76
14999,vivo,0,8,128,16,Snapdragon,52
6649,Others,0,2,32,5,Others,8
6599,Others,0,2,32,5,Others,8
12999,Infinix,0,8,128,16,Mediatek,52
39278,OnePlus,1,8,128,0,Others,50
17490,REDMI,0,8,128,13,Mediatek,76
6499,POCO,0,2,32,5,Mediatek,8
